Name,State,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,GrAppv,SBA_Appv
"TRI-MAX ENTERPRISES, INC.",OH,60,0,1,0,0,1,15000,7500
"NW WELDING & FABRICATING, INC",MI,60,2,1,0,0,1,15000,7500
"Arthritis Health, Ltd",AZ,84,6,1,1,6,1,101100,50550
Dykstra Concrete LLC,IA,84,12,1,0,0,1,40000,20000
ElenaInoa,MA,60,4,1,0,0,1,50000,25000
"Msea Trucking, Inc.",CA,84,4,1,0,1,1,50000,25000
North Valley Textiles,CA,84,2,2,0,0,1,15000,7500
Sunrisen LLC,WA,12,3,1,2,3,1,1000000,900000
Franklin Howard Capital Manage,TX,84,4,1,1,0,1,100000,50000
"INTELLIGENT ENERGY OPTIMIZERS,",GA,84,3,1,3,0,2,275000,137500
"Graybach, LLC",OH,84,10,1,0,0,1,175000,87500
"Innayah Services, Inc.",NY,60,5,1,1,5,1,50000,25000
"SADLER ELECTRIC, INC.",NE,13,30,1,0,30,1,150000,75000
"N&Y Group, Inc.",CA,12,2,1,0,2,1,500000,450000
The Pittsley Investment Group,IN,60,2,2,0,0,1,25000,12500
"J&BB, LLC (EPC) Teriyaki Time,",WA,300,0,1,4,4,1,710000,532500
ARCHANGEL PILOT CAR SERVICES,TX,84,1,2,2,3,1,5000,2500
"Grizzly Tattoo, LLC",OR,72,1,2,0,1,1,10000,5000
Dinesh Patel,GA,240,8,2,8,8,1,1110000,832500
"Ng Transport, Inc",CA,84,3,1,2,3,1,40000,20000
"J & M HOT OIL SERVICE, INC.",UT,84,4,2,0,4,1,84000,71400
"LA Top Diva's, Inc.",CA,84,2,1,0,0,1,50000,25000
"Little Earth Productions, Inc.",PA,12,38,1,0,38,1,2500000,1875000
"Southern Banks Auto, Inc",NC,12,2,2,2,2,1,100000,50000
FREELAND CLEANERS,WA,84,1,1,1,0,1,20000,10000
PG Construction,IL,84,1,1,0,0,1,15000,7500
Auto Destiny Inc.,CA,12,3,1,0,3,1,700000,630000
Dimensional Graphic Corporatio,IA,12,48,1,2,0,2,300000,225000
Corvo Corporation,CA,84,0,1,0,0,1,20000,10000
"Go-Tek Automation, LLC",WA,84,1,1,10,3,1,50000,25000
"STI Pharma, LLC",PA,66,8,1,2,10,1,350000,262500
Fallien Cosmeceuticals Ltd,PA,15,17,1,2,19,1,100000,50000
"Stat Staff Professionals, Inc",NY,12,1,1,0,1,1,200000,150000
TOTAL SOURCE GENERAL CONTRACTI,OH,60,0,1,0,0,1,50000,25000
SKILLET BALLARD LLC,WA,126,4,2,45,4,1,820000,615000
Sandy Acres Real Estate Develo,TX,300,1,1,0,1,1,552000,414000
"DRC International, Inc.",WA,12,9,1,2,9,2,990000,891000
"Black Diamond Transportation,",UT,36,5,1,0,1,1,19300,9650
Applied Capital LLC,WA,84,2,1,2,0,1,50000,25000
NORTHERN LIGHTS LIMOUSINE LLC,OH,60,0,1,0,0,1,6000,3000
"T AND D VENTURES, LLC",CO,84,0,2,0,0,2,15000,7500
OL Graceland Inc,OH,90,1,2,10,10,1,175000,87500
OL Graceland Inc,OH,84,1,2,10,10,1,25000,12500
Jackdan International Consulta,MI,84,2,1,0,2,1,10000,5000
Without Limits Productions LLC,NV,84,2,1,3,0,1,40000,20000
RESTORATION MEMORIES,CA,77,1,2,0,1,1,5000,2500
Stockness Farms,CA,84,1,2,5,6,1,35300,17650
Old Canton Road Foods Inc,MS,124,5,2,25,0,1,697000,522750
Challenger Construction Corpor,KS,12,1,2,4,0,1,150000,75000
"R&L Leasing Company, LLC",MO,60,22,2,8,22,1,242000,181500
"Clarity Counseling Seattle, P.",WA,72,1,1,0,1,1,10000,5000
Joseph P. Imparato DBA Tucker,MA,60,3,1,1,3,1,40000,20000
"ELLIOTT INDUSTRIAL, LLC",UT,84,2,2,2,2,1,100000,85000
Shalom Fanwood Nail Limited Li,NJ,120,4,2,0,4,1,10000,8500
Texan Tubular Services LLC,TX,48,0,2,6,0,1,20200,10100
"MH Civil Constructors, Inc",TX,12,53,1,20,53,1,250000,125000
G.S.E. Machining & Fabrication,MI,60,12,1,0,12,1,100000,85000
SINIS TRANS COMPANY,MI,24,0,1,0,0,1,21300,10650
"The Goodwear Corporation, Inc.",MA,60,2,1,0,2,1,61000,54900
Zywiec's Landscape and Garden,MN,4,16,1,0,16,1,20000,10000
Technique Concrete Constructio,GA,60,18,1,10,4,1,200000,100000
"Reagan, LLC",VA,120,2,2,5,2,2,175000,131250
Case Design Inc.,NY,84,14,1,0,0,1,350000,175000
NEOKEYSTONE DESIGNS LLC,PA,96,1,2,1,0,1,5000,4250
Eastpoint Veterinary PLLC,KY,84,7,1,0,0,1,100000,50000
"DOBSON TRANSPORT, LLC",UT,72,13,1,4,0,1,87200,74120
"Teal Energy Services, LLC",TX,60,4,2,2,6,1,350000,175000
"AC Sales, LLC",AZ,84,2,2,0,2,1,50000,25000
INDOCHINE VIETNAMESE BISTRO,UT,84,10,1,10,4,1,50000,25000
"Dakota, Inc.",MN,12,8,1,0,8,2,750000,675000
"Hulsey Financial Investments,",GA,92,107,1,0,107,1,2282400,1711800
"Medical Office Hub, Inc",ID,72,12,2,4,12,1,25000,12500
"Carwashworld.com, L.L.C. Limit",NJ,60,4,1,0,4,1,75000,37500
BLAIR POULTRY,MS,36,1,1,0,1,2,27300,23205
"Narayanswarupdas, Inc.",OH,60,0,1,0,0,1,50000,25000
"Masterpiece Smiles, P.C.",TN,120,6,1,0,6,1,227000,170250
"Precision Technology, Inc",NM,12,32,1,5,32,1,600000,540000
Commercial Solutions Inc.,VA,60,4,1,0,4,1,35000,17500
"TYLER CREEK TRANSPORTATION, LL",OK,48,3,1,0,3,2,30000,15000
"Happy Medium, LLC",IA,84,8,1,0,0,1,50000,25000
Resource Conservation Technolo,FL,120,15,1,0,15,1,744000,558000
"LEMONADE RESTAURANT GROUP, LLC",CA,120,346,1,12,0,1,574500,430875
Cyclo Corporation,WA,120,60,1,8,0,1,338000,253500
Excel Builders LLC,MN,84,1,1,1,0,1,25000,21250
"The Southern Shirt Company, LL",AL,24,8,1,4,0,1,250000,125000
Two Rivers Bicycle and Outdoor,WI,84,4,2,4,4,2,25000,12500
ADVANCED ACCESS SERVICES LLC,SD,77,50,2,2,52,1,10000,5000
"Craig's Jewelry Store, Inc.",CT,6,7,1,0,0,1,150000,75000
SMILING HILL INC,OR,84,3,1,2,0,2,20000,10000
GRASS MASTERS LAWN CARE,MS,60,2,1,0,2,2,37100,31535
KCK Entertainment Productions,HI,60,1,2,0,1,2,16000,13600
Barbara Haight dba B&K Moving,TX,72,1,1,0,0,1,25000,12500
"Simmer, Inc.",WI,60,2,2,2,0,1,22000,11000
"White Horse Services, LLC",NM,6,3,1,0,3,2,50000,25000
"E.P.P. Associates, Inc.",NH,84,20,2,0,20,2,30000,25500
Metlcast Industries LLC,KS,60,79,1,0,79,1,5000000,3500000
"FIRE SYSTEMS SERVICES, INC.",IN,84,15,1,0,0,1,183000,137250
West Bay Property Management T,MA,84,6,1,3,9,2,250000,125000
Insurance Brigade LLC,NM,84,1,2,1,1,1,71300,60605
Dakota's Best & Brown Bag Deli,SD,12,7,1,0,7,2,50000,25000
Mac 5 Bikes Inc.,NY,60,3,1,1,3,1,60000,30000
LOMBARDY FARMS LLC,FL,48,12,1,2,0,2,15300,7650
3 BROTHERS TRANSPORTATION LLC,MI,36,0,1,0,0,1,17500,8750
Keven R Jacobs Trucking,ME,12,2,1,2,2,2,9500,4750
Tam Hua,PA,48,7,1,2,0,1,22000,11000
Terry Vogts,MO,12,2,1,0,0,1,46000,39100
"R & D Fitness, Inc.",WI,60,2,1,0,0,1,60000,51000
"Punnett Construction, LLC",OK,12,1,1,0,1,1,700000,525000
"ENO, LLC",AL,12,8,1,0,8,2,25600,21760
Superior Cleaners & Tailors In,MA,24,20,1,0,0,1,15500,7750
"LUCKY TRANSPORTATION, INC.",IN,60,0,1,0,0,1,40000,20000
"Kaylee Lodging Group, LLC dba",TX,300,0,2,6,0,1,1750000,1312500
Mommy & Me 4D Ultrasound,CA,84,0,2,3,0,1,52400,26200
Tien and Teri Tran,CA,300,11,1,23,23,1,216700,162525
A & U Medical Billing Solution,NJ,84,0,1,0,0,1,50000,25000
Asbury Remodeling & Constructi,NC,96,3,2,2,0,1,15000,12750
DDP Minerals Inc.,WV,84,24,1,0,0,1,100000,50000
Mark W. Brozowitz,NY,60,1,1,0,1,1,25000,12500
TREASURE VALLEY LANDSCAPE CONS,ID,84,0,2,2,2,1,20000,10000
"Sai Lala, Inc. dba Holiday Inn",TX,300,35,1,0,35,1,2000000,1500000
GRIFFIN BOYS INC,NY,84,2,2,10,12,1,400000,300000
Ellis Amagamated LLC,MA,12,1,1,0,1,1,60000,30000
NORTH AMERICAN IMEX INC,MA,12,3,1,0,3,1,150000,135000
Santangelo Flooring,MA,12,7,1,15,7,1,100000,50000
"Sai Lala, Inc. dba Holiday Inn",TX,300,35,1,0,35,1,2000000,1500000
"VALLEY GRAIN, INC.",WA,11,15,1,2,15,1,800000,720000
"T&T Electrical Contractors, In",MA,12,7,1,30,7,1,750000,562500
"Genx Textile, Inc.",CA,84,2,1,0,2,2,70000,35000
TLT Internatioanl,CA,120,6,2,4,10,1,50000,37500
"Fredrickson Transport, LLC",CT,60,1,1,0,0,1,54000,27000
"Market Access Direct, LLC",NJ,84,2,2,1,2,1,100000,50000
"Mooseline Trucking, Inc.",MT,60,3,2,0,3,1,36000,30600
Double C Construction,TX,60,1,2,1,1,2,120000,102000
NANCY MCPIKE,TX,78,5,1,1,5,1,150000,75000
"T / J Inspections, Inc.",OK,84,11,1,0,11,1,2000000,1500000
Derek Lord LLC,NV,84,1,2,2,0,1,35000,17500
Sound Connection LLC,MO,12,16,1,2,18,1,1500000,1125000
OMNIA SEARCH LLC,NC,69,0,2,3,3,1,15000,7500
"Mad Man Motorcycles, LLC",ID,244,0,2,3,0,2,190000,142500
"MONET MEDICAL, INC.",UT,84,18,1,23,41,1,350000,175000
ACMC Holding Inc.,SC,12,16,1,0,16,1,903000,677250
"A & Z Logistics, Inc.",IL,84,1,1,0,0,1,21500,10750
Toledo Home Health Care Agency,TX,84,1,2,4,0,1,20000,10000
"Divisha, LLC",PA,84,9,1,8,9,1,140000,70000
"Caro Brothers, Inc.",NY,60,12,1,0,12,2,90000,76500
"Meto-Fer, USA, LLC",PA,84,1,1,0,0,1,30000,15000
"Su Casa Home Improvement, LLC",KY,16,5,2,0,5,1,250000,125000
William Cross,GA,12,2,1,0,2,2,15000,7500
B R Restaurant Corp.,NY,84,12,1,0,12,1,40400,20200
Performance Biomedical LLC,PA,60,5,1,0,5,1,50000,25000
"Global Dynamics, LLC",MD,12,30,1,0,30,1,750000,562500
"Enlighten IT Consulting, Inc",MD,12,16,1,0,16,1,350000,262500
MAYO INC,PA,96,40,1,10,10,1,10000,8500
ANDY CLARK FINANCIAL ADVISOR,OR,84,2,1,0,0,1,20000,10000
"Wall to Wall Remodel, Inc.",WA,72,3,1,0,0,1,20000,10000
"Mercator, Inc.",NC,12,5,1,2,5,1,1000000,900000
"INTELLIGENT FUSION TECHNOLOGY,",MD,84,7,1,0,0,1,50000,25000
TRUNG Q NGUYEN POULTRY FARM,TX,12,2,1,0,2,2,40000,20000
"Pittelkow Enterprises, Inc.",MN,120,15,1,1,15,2,250000,125000
THE TASTY SWEET BOUTIQUE INC,TX,72,12,2,1,12,1,35000,17500
"BDelight, Inc.",MD,60,1,2,2,3,1,25000,12500
"Intellistrobe Safety Systems,",MO,6,0,2,0,0,1,300000,225000
"HEARING AID SOLUTIONS, INC.",TN,120,2,2,1,2,1,144900,123165
"FRAVELlFIVE, INC.",MA,84,8,1,3,0,1,50000,25000
"FRAVELlFIVE, INC.",MA,60,8,1,3,0,1,50000,25000
"V-Town Ag Supply, LLC",CT,12,2,2,2,0,2,25000,12500
"Livonia Tool Properties, LLC",MI,9,137,1,0,137,1,2670000,2002500
"Hancock Cattle Company, Inc.",MO,12,5,1,0,0,2,1600000,1200000
"Mitchel & Nancy A Erwin, Jr.",OR,84,3,2,0,0,1,15200,7600
"JRN Ventures, LLC",NH,12,30,1,4,30,1,50000,25000
Advizz LLC,CA,84,1,1,1,0,1,20000,10000
"Vexxel Composites, LLC",UT,120,4,1,6,0,2,225000,225000
BBR Services LLC,TX,36,4,1,1,1,1,22100,11050
BBR Services LLC,TX,36,4,1,1,1,1,21500,10750
ASSOCIATION RESERVES- INLAND E,CA,84,0,1,1,0,1,25000,12500
STEPHEN'S AUTO SALES,MS,24,1,2,0,1,2,15000,12750
"Teco Industries of Maryland, I",MD,12,22,1,0,22,1,250000,125000
D.H.M. INTERNATIONAL CORPORATI,CA,12,80,1,0,80,1,100000,50000
D.H.M. INTERNATIONAL CORPORATI,CA,120,80,1,0,80,1,250000,187500
"Dollar Hobbyz, LLC",MN,36,8,1,4,8,2,50000,25000
"HULLIHEN, INC.",CA,120,15,2,15,0,1,268000,201000
Duffy Engineering & Associates,MN,9,11,1,0,11,2,45000,22500
BIG BORE ENTERPRISES LLC,IA,84,1,2,0,0,2,10000,5000
Five Flavors Herbs,CA,84,2,1,2,4,1,10000,5000
"Anderson Plumbing, LLC",ID,72,2,2,0,0,1,10000,5000
"L.E.A.D. Academy Child Care, L",FL,240,4,2,3,3,2,320000,320000
"Precast Solutions, Inc.",NC,4,15,1,0,15,2,155900,116925
Clark Machinery Sales LLC,MD,84,6,1,0,0,1,250000,125000
El Ideal Inc,CA,84,1,2,0,0,1,20000,10000
"Community Techknowledge, Inc.",TX,36,30,1,5,30,1,170000,127500
"Kelimijo, LLC",MA,84,4,1,1,5,2,30000,15000
"Reflection Window Company, LLC",IL,60,7,1,0,7,1,2000000,1500000
PDQ Builders Inc,WA,6,30,1,8,8,1,200000,100000
"SSG-Advisors, LLC",VT,12,10,1,5,10,1,350000,175000
RED OAK TAP,IA,84,1,1,0,0,2,25000,12500
MacAccess Corp,FL,60,27,1,0,27,1,996200,747150
Spark Your Brand Inc,OH,72,4,1,1,5,1,10000,5000
"Marco Manufacturing Company, L",SC,12,12,1,0,12,2,400000,360000
Braun Construction & Design LL,OR,84,5,1,1,1,1,30000,15000
"Black Water Group, L.L.C.",LA,84,1,2,0,1,1,100000,50000
"K & G Trans, LLC",MI,24,2,1,0,0,1,14600,7300
"Ayvar's Fabric Care, Inc",CA,84,2,1,0,0,1,30300,15150
Cuba Specialty Manufacturing C,NY,84,9,1,1,10,2,100000,90000
Murphy Window & Door Commerica,MN,84,5,1,8,8,1,39500,19750
Ethnic Media Corporation,IL,84,5,1,0,0,1,10000,5000
SOUTHERN TRADITIONS LLC,NV,60,3,1,3,3,1,68000,34000
"SMA Investments, Inc",WA,120,6,1,0,6,1,110000,93500
"Kimball Family Dental, P.L.L.C",MI,120,5,1,0,0,1,400000,300000
"Tazco Foods, Inc.",NY,96,2,1,0,2,1,131000,111350
Global Web Finishing Holding C,IN,12,24,1,0,24,1,1000000,900000
"NLG-SC, Inc.",IN,48,40,1,0,40,1,100000,85000
Matthew N. MaCaulay,WI,60,1,2,0,0,2,32600,16300
"EVOLOGIC, INC.",IA,12,4,1,0,4,1,15000,7500
"SHIV Ventures, LLC",OK,240,1,2,39,1,2,1618400,1213800
"Fortified Coatings, LLC",MI,13,4,2,0,4,2,20000,17000
Robbins Reed Incorporated,CA,12,22,1,2,22,2,150000,75000
"M.J. Concepts, Inc.",NY,72,15,1,15,15,1,50000,25000
Just Funky LLC,OH,84,13,1,7,13,1,150000,75000
"DavMor, LLC",KY,60,3,1,0,0,2,26000,13000
"F2 Solutions, LLC",MD,84,7,1,3,0,1,25000,12500
BENT LLC,KY,84,4,1,0,0,1,50000,25000
Downs and Associates Inc.,CO,84,4,1,2,4,1,100000,50000
P & E Painting,WY,6,8,1,0,8,2,15700,13345
Smartprice Sales and Marketing,IL,84,1,1,1,1,1,250000,125000
LAW OFFICE OF BRYAN R. HEPWORT,UT,84,1,2,1,1,2,15000,7500
MAC Construction Corp,NY,12,6,1,2,6,1,62000,31000
Softnet Technologies Inc,NY,84,0,1,0,0,1,150000,127500
"Lialoha, Inc.",HI,12,16,1,4,16,1,300000,150000
"Gilpin and Company, Inc.",AL,12,2,1,0,2,1,1350000,1215000
Rain International LLC,UT,84,7,1,2,7,1,103500,93150
DK&JY Inc.,CO,120,5,1,0,5,1,362000,271500
Joseph A Sofchek dba Mosquito,OH,36,0,1,0,0,1,6800,3400
Siena Fence Company Inc.,NY,12,24,1,0,24,1,75000,63750
Eui R. Ro,CA,84,2,1,0,2,2,100000,50000
New York Exim Corporation,NJ,84,5,1,1,2,1,200000,100000
"Black Hills Enterprises, Inc.",NM,4,2,2,0,2,2,176000,88000
LNB Auto Care LLC,ID,84,1,2,3,0,1,45000,22500
"Mid America Precast, Inc.",MO,12,40,1,0,40,1,1495300,1121475
"Scrap Solutions, Inc.",CA,84,6,1,0,6,1,255800,191850
"Hoo A. Inc., a Washington Corp",WA,300,13,1,0,13,1,1136000,852000
MacAccess Corp,FL,12,27,1,5,27,1,4000000,3600000
Kreitzer Sanitation Management,PA,60,40,1,0,40,2,350000,175000
"M & A Commerce, LLC",TX,84,3,1,0,3,1,65000,32500
RJS Company Inc.,CA,84,6,1,2,0,1,50000,25000
RJS Company Inc.,CA,84,6,1,2,0,1,101000,50500
"Phillips Oil, LLC",CT,36,2,1,0,0,1,14700,7350
"Hatfield Repair, LLC",MO,84,0,2,3,0,2,50000,42500
"Luxtech, LLC",PA,84,1,2,0,0,1,50000,25000
"Wireless, Etc. LLC",NH,84,1,1,1,2,1,83000,41500
Bokie's Drive In,NY,84,19,1,0,0,1,21000,10500
Huron Speed Products,MI,84,1,1,0,0,1,20000,10000
"Doris-705 Chesapeake, LLC",MD,300,19,1,0,19,2,642400,481800
SIGNATURE COLLISION CENTERS LL,DC,12,48,1,15,0,2,60000,30000
Winston Russell,MS,24,1,2,0,1,2,10500,8925
"The Bailey Boys, Inc.",ME,72,5,2,1,3,1,15000,7500
"Mercer Meat Company, LLC",TX,12,3,1,0,3,1,2000000,1800000
Christ Manos,OH,72,1,1,2,0,1,10000,5000
Electronic Professional Design,CA,60,14,1,0,0,1,11800,5900
"APEX AUTONET, INC.",CA,12,10,1,2,10,1,350000,175000
"Peakland Coffee Service, LLC",MD,60,5,1,0,5,1,50000,25000
"Pauleener, Inc.",MI,180,7,1,7,7,1,142500,71250
"TJ Davis Enterprises, LLC",OK,60,1,2,3,1,1,150000,75000
"Lientec, Inc.",WI,3,15,2,0,15,2,45000,22500
FORREST RUN PET CREMATION SERV,WI,24,2,1,0,0,1,6000,3000
Solid Wing Trading Corp.,CA,12,4,1,0,4,1,975000,731250
Pro Parts of Iowa LLC,IA,12,3,2,3,0,2,150000,127500
A-1 Septic Solutions & Excavat,IA,3,8,1,0,0,2,50000,25000
Breakaway Books,NY,72,2,1,0,0,1,20000,10000
"Kvamme Excavation & Hauling, L",ID,72,1,2,1,2,1,10000,5000
Sipac LLC,FL,84,2,2,0,0,1,350000,175000
"TRAFFIC CONTROL SPECIALISTS, I",IN,84,11,1,3,6,2,150000,75000
Jae Yul Han and Soon Keum Han,OR,120,0,1,0,0,1,212000,159000
Chi Kit Cheng,MD,84,1,1,0,1,1,25000,12500
"Fanning Associates, Inc.",MA,84,3,2,0,3,1,20000,10000
Chiffion's Beauty Supply Inc.,IN,84,1,2,1,1,1,10200,8670
Jeff's Glass Service,MN,12,2,1,0,2,2,75000,37500
Shri Ganesh Business Solutions,IN,180,6,1,2,6,1,145000,72500
BrentE.McGrath,OR,12,1,1,1,1,2,10000,5000
PM Performance,PA,84,0,2,2,0,2,25000,12500
Shepard Law LLC,NY,84,1,2,1,0,1,20000,10000
SSAIBA #3 Inc. dba Subway 2629,FL,120,4,2,0,4,1,215000,161250
Mountain Region Hospice & Home,UT,84,13,1,0,0,1,80000,40000
Joyce Tang,CA,300,7,1,0,0,1,561000,420750
"Elite Cellular, Inc",TX,84,1,1,0,0,1,250000,125000
PAUL LUDDEN CONSTRUCTION CO,MN,84,10,1,1,1,1,50000,25000
Motion Machine Company,MI,12,18,1,3,18,2,500000,450000
"COSMO'S GOURMET, LLC",TX,68,6,2,6,6,1,25000,12500
THE COMMON SCENTS INC,UT,84,25,1,2,25,1,103300,92970
"Peripheral Nerve Clinic, PS",WA,39,0,2,4,0,1,117000,99450
RBT INTERESTS INC,TX,84,4,1,2,4,1,25000,12500
"Opal Services, Inc.",MN,12,180,2,20,180,1,500000,375000
"Le Nonne Hawaii, Inc.",HI,63,0,2,8,0,1,144000,122400
"Drs. Slaten & Fury, Inc",OH,120,11,1,0,11,1,250000,125000
"Start Right Power Equipment, L",CT,60,2,1,0,0,1,10000,5000
LJ Trucking USA Inc,AZ,84,99,1,0,99,2,100000,50000
"Majestic Coating, LLC",LA,84,1,2,1,0,1,150000,127500
GO FERNANDEZ LLC,FL,24,2,1,3,2,1,25000,12500
"GoodWood NYC, LLC",NY,84,40,1,0,40,1,250000,125000
"Human Care, LLC",NY,120,2,1,0,2,1,1250000,937500
"Health Watch, Inc.",MA,60,1,1,1,0,1,50000,25000
"MFI Futures, LLC",VA,84,1,2,4,4,1,197000,147750
ScreenPlay contract Screenprin,UT,84,20,1,0,0,1,30000,15000
CYCLE-4-LIFE LLC,AZ,73,2,2,10,10,1,50500,25250
"TDD Property Holding Company,",GA,300,15,2,2,13,1,1500000,1125000
Stanley Steemer of San Jaquin,CA,300,19,1,0,19,1,285000,213750
"E & E Auto Transport, Inc.",FL,84,2,2,2,0,1,110500,93925
"GFC Commercial Construction, L",OH,24,7,1,0,7,1,500000,375000
Horizon Holdings LLC,CO,72,4,2,0,4,1,40000,20000
"Quilting Sew Beautiful, LLC.",AL,84,1,2,0,0,1,41600,35360
THEATREAEON LLC,MN,84,2,2,5,5,1,10000,5000
TAP HOUSE GRILL LLC,OH,60,0,1,0,0,1,50000,25000
Crystal Creek H2O Inc.,AZ,84,5,1,1,3,1,50000,25000
Larken Laboratories Inc,MS,12,5,1,1,5,1,800000,600000
AAA INTERNATIONAL SEAFOOD CORP,CA,24,30,1,5,30,1,1000000,750000
ScreenPlay contract Screenprin,UT,84,20,1,0,20,1,280000,210000
"Eddie Connors Gulf Station, In",MA,60,2,1,0,0,1,10000,5000
Kyle Scott,OH,72,1,1,0,1,1,10000,5000
Saint & Libertine New York LLC,NY,84,2,2,0,1,1,25000,12500
Roy Woodcock,NY,72,1,1,0,1,1,10000,5000
MATTHEW STARK INSURANCE AGENCY,MO,120,2,1,1,2,1,554000,415500
"Patterson Supply Company, Inc.",CT,12,9,1,0,0,1,500000,375000
"Black Tree, LLC",VA,12,12,1,0,12,1,250000,187500
rj marine industries,MA,12,4,1,0,4,2,150000,75000
"Ideal Communications, Inc",CA,84,7,1,4,7,1,188000,141000
"Damian O. Fennig, D.D.S., S.C.",WI,120,14,1,1,0,1,25000,21250
"Knopik Crushing, Inc.",MN,9,5,1,0,1,1,50000,42500
Green Source Environmental Pro,FL,120,2,1,1,2,1,35000,29750
"Lindon Group, Inc.",RI,3,7,1,9,3,1,65000,32500
Apollon Computers Inc.,KS,12,14,1,0,14,1,350000,315000
"Vires West Virginia, Inc.",WV,60,7,2,0,0,1,34000,17000
SPORTCRAFTERS INC,IN,84,6,1,2,6,1,75000,63750
Demetech Corporation,FL,12,52,1,0,52,1,2500000,2250000
Demetech Corporation,FL,12,52,1,0,52,1,1500000,1350000
California Coast Manufacturing,CA,84,1,1,2,0,1,30000,15000
BOXES FOR FUN,OK,96,2,1,3,0,1,7500,6375
NINE STARS GROUP (U.S.A.) INC.,CA,12,15,1,0,15,1,1500000,1125000
"Uniteu Technologies, Inc.",NY,42,31,1,0,31,1,350000,262500
"Harry E. Whitney, III",AZ,300,1,1,0,1,2,285500,214125
"GB Learning Services, LLC",IL,84,11,1,0,11,1,25000,12500
Robb's Auto Crew LLC,UT,72,2,1,0,2,1,25000,12500
"Jai Jawan Jai Kissan, Inc",TX,300,3,1,1,3,1,875000,656250
Senad Mustedanagic,IN,36,1,1,0,1,1,13130,6565
"GREENLEE ELECTRIC, LLC",TX,84,1,1,0,1,1,10000,5000
"Togan Enterprises, Inc",CA,120,5,2,5,0,1,232000,174000
"International Division, Inc.",MO,12,12,1,0,12,1,2500000,2250000
GORTON PAINTING,CO,84,1,1,0,0,1,20000,10000
"INDEPENDENT LIFESTYLES, INC.",NV,84,209,1,25,4,1,35000,17500
Chicken Hotel,MS,120,2,1,0,2,2,51900,44115
"ARTESIA SPRINGS, LLC",TX,87,23,1,2,23,1,270000,202500
Design 360 Inc.,NM,12,5,1,0,5,2,112000,56000
"Kavanagh's Irish Pub, LLC",TN,36,0,2,20,0,2,40000,20000
EQUIPMENT & PROCESS MANAGEMENT,IN,54,6,1,0,0,1,60000,30000
EQUIPMENT & PROCESS MANAGEMENT,IN,78,6,1,0,0,1,25000,12500
KAAM Spa #1 LLC,IL,120,2,2,15,17,1,335000,251250
"PAUL D. PETERSON, LTD. and Pau",MN,11,7,1,2,7,1,150000,127500
Jo's Diner,MS,6,15,1,10,15,1,96500,82025
"Melika Company, LLC",PA,240,4,2,25,1,1,240000,180000
"Mr. Sushi, Inc.",NV,120,0,2,15,0,1,200000,150000
Prompt Care of Central Florida,FL,300,5,1,1,4,2,528000,396000
"Van Eaton Ready Mix, Inc.",OK,60,92,1,10,92,2,350000,175000
LITE-CHECK LLC,WA,60,15,1,4,0,1,102300,51150
"Online Marketing 101, LLC",KY,84,0,1,0,0,1,88200,44100
"Dakota Style, Inc.",SD,84,30,1,0,30,1,300000,150000
Faber Construction Corporation,WA,12,50,1,50,50,1,1000000,750000
EARL'S HOME IMPROVEMENT,FL,84,0,2,0,0,1,5000,2500
"Sureway, Inc.",WA,300,8,1,4,8,1,967200,725400
"Hangar 24 Craft Brewery, LLC a",CA,123,41,1,9,41,1,850000,637500
Kristie McLemore,MS,6,2,1,1,3,1,103000,51500
THE RICHARDS GROUP,CA,84,2,1,5,2,1,15000,7500
"Ellis Dozer Service, LLC",MS,60,5,1,1,5,2,76000,38000
"Ellis Dozer Service, LLC",MS,60,5,1,1,5,2,124000,105400
Signature Financial Services L,MN,84,1,2,1,0,1,15000,7500
"Red Soul, LLC",WA,84,4,1,2,4,1,130000,65000
"CASCADE CALLWORKS, INCORPORATE",WA,300,45,1,2,43,1,931500,698625
P&E Painting,WY,8,8,1,0,8,2,73200,62220
Timothy Scott dba TCS Transpor,MI,60,0,1,0,0,1,44500,22250
"Western TechSystems, Inc.",TX,12,2,1,0,2,1,2500000,2250000
"Wetherell's Lawn & Garden, Inc",MA,36,7,1,0,7,2,30000,15000
"Wetherell's Lawn & Garden, Inc",MA,24,7,1,0,7,2,50000,25000
"Patriot 3, Inc.",VA,12,13,1,1,13,2,1500000,1350000
ExcelAg Corp.,FL,12,10,1,5,10,1,1500000,1350000
"Hangar 24 Craft Distribution,",CA,123,41,1,9,41,1,725000,543750
APOLINAR HILARIO,NY,60,1,1,1,1,1,10000,5000
Classic One East Cleaners,WA,60,2,1,0,0,1,35200,17600
NATURES INVENTORY LLC,WA,120,4,1,0,4,1,290000,217500
Michael McNabb,AR,6,2,,0,2,2,50700,25350
AFFORDABLE HOUSING LLC,MN,84,1,2,0,0,1,30000,15000
MINNESOTA SIDING AND REMODELIN,MN,84,1,1,0,0,1,50000,25000
K&S Sportswear Inc.,NJ,84,13,1,0,13,1,300000,150000
JMC Expresso LLC dba Brewed Aw,WA,84,11,1,0,11,2,82400,41200
"Semi-Bulk Systems, Inc.",MO,12,25,1,3,25,1,1500000,1350000
CITY HI-TECH,CA,12,6,1,2,6,1,350000,175000
"Construct Solutions, Inc.",IN,120,37,1,5,37,1,220000,165000
"R and R Contracting, Inc.",ID,8,17,1,0,16,2,55000,46750
